filename,mol_index,smiles,inchi,inchikey,herb
PHE_kuhistanicaol_J_CID_636501.sdf,0,CC(C)[C@]1(O)CC[C@]2(C)CC(=O)[C@@](C)(O)C[C@H](OC(=O)c3ccc(O)cc3)[C@H]21,"InChI=1S/C22H30O6/c1-13(2)22(27)10-9-20(3)12-17(24)21(4,26)11-16(18(20)22)28-19(25)14-5-7-15(23)8-6-14/h5-8,13,16,18,23,26-27H,9-12H2,1-4H3/t16-,18+,20+,21-,22+/m0/s1",SDXQLRZOKZYCOX-FVQLTZBISA-N,°¢Îº
PHE_Pallidone_C_CID_101026970.sdf,0,COc1ccc(C(=O)[C@@H]2C(=O)O[C@@](C)(CCC/C(C)=C\C(=O)CC(C)C)[C@H]2C)c(O)c1,"InChI=1S/C25H34O6/c1-15(2)12-18(26)13-16(3)8-7-11-25(5)17(4)22(24(29)31-25)23(28)20-10-9-19(30-6)14-21(20)27/h9-10,13-15,17,22,27H,7-8,11-12H2,1-6H3/b16-13-/t17-,22+,25-/m0/s1",RCBZGJUPMKCDAF-KUYZAOTBSA-N,°¢Îº
PHE_Pallidone_D_CID_101026971.sdf,0,COc1ccc(C(=O)[C@@H]2C(=O)O[C@](C)(CCC/C(C)=C/C(=O)CC(C)C)[C@H]2C)c(O)c1,"InChI=1S/C25H34O6/c1-15(2)12-18(26)13-16(3)8-7-11-25(5)17(4)22(24(29)31-25)23(28)20-10-9-19(30-6)14-21(20)27/h9-10,13-15,17,22,27H,7-8,11-12H2,1-6H3/b16-13+/t17-,22+,25+/m0/s1",RCBZGJUPMKCDAF-AKBGXECLSA-N,°¢Îº
PHE_Pallidone_E_CID_101026972.sdf,0,COc1ccc(C(=O)[C@@H]2C(=O)O[C@@](C)(CC/C=C(\C)CC(=O)CC(C)C)[C@H]2C)c(O)c1,"InChI=1S/C25H34O6/c1-15(2)12-18(26)13-16(3)8-7-11-25(5)17(4)22(24(29)31-25)23(28)20-10-9-19(30-6)14-21(20)27/h8-10,14-15,17,22,27H,7,11-13H2,1-6H3/b16-8+/t17-,22+,25-/m0/s1",JVVWSQVKHUCTND-NIZGHZFYSA-N,°¢Îº
PHE_Pallidone_F_CID_101026973.sdf,0,COc1ccc(C(=O)[C@@H]2C(=O)O[C@](C)(CC/C=C(\C)CC(=O)CC(C)C)[C@H]2C)c(O)c1,"InChI=1S/C25H34O6/c1-15(2)12-18(26)13-16(3)8-7-11-25(5)17(4)22(24(29)31-25)23(28)20-10-9-19(30-6)14-21(20)27/h8-10,14-15,17,22,27H,7,11-13H2,1-6H3/b16-8+/t17-,22+,25+/m0/s1",JVVWSQVKHUCTND-DVNNKHGXSA-N,°¢Îº
PHE_phenylacetic_acid_CID_999.sdf,0,O=C(O)Cc1ccccc1,"InChI=1S/C8H8O2/c9-8(10)6-7-4-2-1-3-5-7/h1-5H,6H2,(H,9,10)",WLJVXDMOQOGPHL-UHFFFAOYSA-N,°¢Îº
STE_Daucosterol_CID_5742590.sdf,0,CC[C@H](CC[C@@H](C)[C@H]1CC[C@H]2[C@@H]3CC=C4C[C@@H](O[C@@H]5O[C@H](CO)[C@@H](O)[C@H](O)[C@H]5O)CC[C@]4(C)[C@H]3CC[C@]12C)C(C)C,"InChI=1S/C35H60O6/c1-7-22(20(2)3)9-8-21(4)26-12-13-27-25-11-10-23-18-24(14-16-34(23,5)28(25)15-17-35(26,27)6)40-33-32(39)31(38)30(37)29(19-36)41-33/h10,20-22,24-33,36-39H,7-9,11-19H2,1-6H3/t21-,22-,24+,25+,26-,27+,28+,29-,30-,31+,32-,33-,34+,35-/m1/s1",NPJICTMALKLTFW-OFUAXYCQSA-N,°¢Îº
STE_Sitosterol_CID_222284.sdf,0,CC[C@H](CC[C@@H](C)[C@H]1CC[C@H]2[C@@H]3CC=C4C[C@@H](O)CC[C@]4(C)[C@H]3CC[C@]12C)C(C)C,"InChI=1S/C29H50O/c1-7-21(19(2)3)9-8-20(4)25-12-13-26-24-11-10-22-18-23(30)14-16-28(22,5)27(24)15-17-29(25,26)6/h10,19-21,23-27,30H,7-9,11-18H2,1-6H3/t20-,21-,23+,24+,25-,26+,27+,28+,29-/m1/s1",KZJWDPNRJALLNS-VJSFXXLFSA-N,°¢Îº
STE_stigmasterol_CID_5280794.sdf,0,CC[C@H](/C=C/[C@@H](C)[C@H]1CC[C@H]2[C@@H]3CC=C4C[C@@H](O)CC[C@]4(C)[C@H]3CC[C@]12C)C(C)C,"InChI=1S/C29H48O/c1-7-21(19(2)3)9-8-20(4)25-12-13-26-24-11-10-22-18-23(30)14-16-28(22,5)27(24)15-17-29(25,26)6/h8-10,19-21,23-27,30H,7,11-18H2,1-6H3/b9-8+/t20-,21-,23+,24+,25-,26+,27+,28+,29-/m1/s1",HCXVJBMSMIARIN-PHZDYDNGSA-N,°¢Îº
TER_badkhysin_CID_11872340.sdf,0,C/C=C(/C)C(=O)O[C@H]1CC(C)=C2C(=O)C=C(C)[C@H]2[C@@H]2OC(=O)[C@H](C)[C@@H]21,"InChI=1S/C20H24O5/c1-6-9(2)19(22)24-14-8-11(4)15-13(21)7-10(3)16(15)18-17(14)12(5)20(23)25-18/h6-7,12,14,16-18H,8H2,1-5H3/b9-6-/t12-,14+,16-,17-,18+/m1/s1",KRHKMQZMQZFVBI-ZCGJXKNNSA-N,°¢Îº
TER_dehydrooopodin_CID_101306811.sdf,0,C=C1C=C[C@H](OC(=O)/C(C)=C\C)[C@]2(C)CC[C@H]3C(=C)C(=O)O[C@@H]3[C@@H]12,"InChI=1S/C20H24O4/c1-6-11(2)18(21)23-15-8-7-12(3)16-17-14(9-10-20(15,16)5)13(4)19(22)24-17/h6-8,14-17H,3-4,9-10H2,1-2,5H3/b11-6-/t14-,15-,16+,17-,20-/m0/s1",JBUBIHUTEIWJSH-IDDFNINDSA-N,°¢Îº
TER_Diversolide_A_CID_5367747.sdf,0,C/C=C(/C)C(=O)O[C@H]1CC(C)=C2C(=O)C=C(C)[C@@H]2[C@H]2OC(=O)[C@@](C)(OC(=O)/C(C)=C\C)[C@H]21,"InChI=1S/C25H30O7/c1-8-12(3)22(27)30-17-11-15(6)18-16(26)10-14(5)19(18)21-20(17)25(7,24(29)31-21)32-23(28)13(4)9-2/h8-10,17,19-21H,11H2,1-7H3/b12-8-,13-9-/t17-,19-,20-,21+,25-/m0/s1",SRYAYZOSNMNVNQ-ZNHBUUFVSA-N,°¢Îº
TER_Diversolide_B_CID_102026088.sdf,0,C/C=C(/C)C(=O)O[C@H]1CC(C)=C2C(=O)C=C(C)[C@H]2[C@@H]2OC(=O)[C@@](C)(OC(=O)C=C(C)C)[C@@H]21,"InChI=1S/C25H30O7/c1-8-13(4)23(28)30-17-11-15(6)19-16(26)10-14(5)20(19)22-21(17)25(7,24(29)31-22)32-18(27)9-12(2)3/h8-10,17,20-22H,11H2,1-7H3/b13-8-/t17-,20+,21+,22-,25-/m0/s1",SDQGXNQDYJJFFE-NXVPVDKWSA-N,°¢Îº
TER_Diversolide_C_CID_101591269.sdf,0,CC(C)=CC(=O)O[C@]1(C)C(=O)O[C@H]2[C@@H]3C(C)=CC(=O)C3=C(C)C[C@H](OC(=O)c3ccccc3)[C@H]21,"InChI=1S/C27H28O7/c1-14(2)11-20(29)34-27(5)23-19(32-25(30)17-9-7-6-8-10-17)13-16(4)21-18(28)12-15(3)22(21)24(23)33-26(27)31/h6-12,19,22-24H,13H2,1-5H3/t19-,22+,23+,24-,27-/m0/s1",ATFDRUGGJJIGEW-HETHRKJOSA-N,°¢Îº
TER_Diversolide_D_CID_25149680.sdf,0,CC(=O)O[C@]1(C)C(=O)O[C@H]2[C@@H]3C(C)=CC(=O)C3=C(C)C[C@H](OC(=O)c3ccccc3)[C@H]21,"InChI=1S/C24H24O7/c1-12-10-16(26)18-13(2)11-17(29-22(27)15-8-6-5-7-9-15)20-21(19(12)18)30-23(28)24(20,4)31-14(3)25/h5-10,17,19-21H,11H2,1-4H3/t17-,19+,20+,21-,24-/m0/s1",AXEYDQJDBPTEEC-DXGKXZIESA-N,°¢Îº
TER_Diversolide_E_CID_101321346.sdf,0,C/C=C(\C)C(=O)O[C@]1(C)C(=O)O[C@H]2[C@@H]3C(C)=CC(=O)C3=C(C)C[C@H](OC(=O)c3ccc(OC)c(OC)c3)[C@H]21,"InChI=1S/C29H32O9/c1-8-14(2)26(31)38-29(5)24-21(36-27(32)17-9-10-19(34-6)20(13-17)35-7)12-16(4)22-18(30)11-15(3)23(22)25(24)37-28(29)33/h8-11,13,21,23-25H,12H2,1-7H3/b14-8+/t21-,23+,24+,25-,29-/m0/s1",UIJZXHZBUHQMMR-ZGKOWYCBSA-N,°¢Îº
TER_Diversolide_F_CID_25149784.sdf,0,COc1ccc(C(=O)O[C@H]2CC(C)=C3C(=O)C=C(C)[C@H]3[C@@H]3OC(=O)[C@@](C)(OC(=O)C=C(C)C)[C@@H]32)cc1OC,"InChI=1S/C29H32O9/c1-14(2)10-22(31)38-29(5)25-21(36-27(32)17-8-9-19(34-6)20(13-17)35-7)12-16(4)23-18(30)11-15(3)24(23)26(25)37-28(29)33/h8-11,13,21,24-26H,12H2,1-7H3/t21-,24+,25+,26-,29-/m0/s1",REYNGRMDLJMCID-BBFXAVQYSA-N,°¢Îº
TER_Diversolide_G_CID_25149678.sdf,0,COc1ccc(C(=O)O[C@H]2CC(C)=C3C(=O)C=C(C)[C@H]3[C@@H]3OC(=O)[C@@](C)(OC(C)=O)[C@@H]32)cc1OC,"InChI=1S/C26H28O9/c1-12-9-16(28)20-13(2)10-19(33-24(29)15-7-8-17(31-5)18(11-15)32-6)22-23(21(12)20)34-25(30)26(22,4)35-14(3)27/h7-9,11,19,21-23H,10H2,1-6H3/t19-,21+,22+,23-,26-/m0/s1",UAEWOIGDYDJTTM-JOLDKRDUSA-N,°¢Îº
TER_Fetidone_A_CID_11843844.sdf,0,C=C1C(C)=CC(=O)[C@@H]2C(C)(C)C(=O)CC[C@@]12C,"InChI=1S/C15H20O2/c1-9-8-11(16)13-14(3,4)12(17)6-7-15(13,5)10(9)2/h8,13H,2,6-7H2,1,3-5H3/t13-,15+/m1/s1",IHIHSGANYYVZAE-HIFRSBDPSA-N,°¢Îº
TER_Fetidone_B_CID_11843845.sdf,0,C=C1C(C)=CC(=O)[C@@H]2C(C)(C)[C@H](O)CC[C@@]12C,"InChI=1S/C15H22O2/c1-9-8-11(16)13-14(3,4)12(17)6-7-15(13,5)10(9)2/h8,12-13,17H,2,6-7H2,1,3-5H3/t12-,13-,15+/m1/s1",MGYFDYDNOJDWGH-NFAWXSAZSA-N,°¢Îº
TER_guaio_CID_227829.sdf,0,C[C@H]1CC[C@@H](C(C)(C)O)CC2=C1CC[C@@H]2C,"InChI=1S/C15H26O/c1-10-5-7-12(15(3,4)16)9-14-11(2)6-8-13(10)14/h10-12,16H,5-9H2,1-4H3/t10-,11-,12+/m0/s1",TWVJWDMOZJXUID-SDDRHHMPSA-N,°¢Îº
TER_jaeschkeanadiol _CID_10125228.sdf,0,CC1=CC[C@@]2(C)CC[C@@](O)(C(C)C)[C@@H]2[C@@H](O)C1,"InChI=1S/C15H26O2/c1-10(2)15(17)8-7-14(4)6-5-11(3)9-12(16)13(14)15/h5,10,12-13,16-17H,6-9H2,1-4H3/t12-,13+,14-,15+/m0/s1",SUAPQGLGNKUSLY-LJISPDSOSA-N,°¢Îº
TER_lyciferinA_CID_46886859.sdf,0,C/C=C(/C)C(=O)O[C@@H]1CC=C(C)CCCC(C)(C)[C@@H](O)/C=C\1C,"InChI=1S/C20H32O3/c1-7-15(3)19(22)23-17-11-10-14(2)9-8-12-20(5,6)18(21)13-16(17)4/h7,10,13,17-18,21H,8-9,11-12H2,1-6H3/b14-10?,15-7-,16-13-/t17-,18+/m1/s1",PEHOVSYWKFYAKR-FREFMEKBSA-N,°¢Îº
TER_oopodin_CID_101306868.sdf,0,C=C1C=C[C@H](OC(=O)/C(C)=C\C)[C@]2(C)CC[C@@H]3[C@H](OC(=O)[C@@H]3C)[C@@H]12,"InChI=1S/C20H26O4/c1-6-11(2)18(21)23-15-8-7-12(3)16-17-14(9-10-20(15,16)5)13(4)19(22)24-17/h6-8,13-17H,3,9-10H2,1-2,4-5H3/b11-6-/t13-,14+,15+,16-,17+,20+/m1/s1",AOKVPXZYQSAPMF-GPJSXLMQSA-N,°¢Îº
TER_penninervin_CID_10992128.sdf,0,CC(C)=CC(=O)O[C@]1(C)C(=O)O[C@@H]2[C@H]1CC[C@]1(C)[C@H](O)C=C[C@@](C)(O)[C@@H]21,"InChI=1S/C20H28O6/c1-11(2)10-14(22)26-20(5)12-6-8-18(3)13(21)7-9-19(4,24)16(18)15(12)25-17(20)23/h7,9-10,12-13,15-16,21,24H,6,8H2,1-5H3/t12-,13-,15-,16+,18-,19-,20+/m1/s1",LFFOEDOAFGUKGN-IUPPOCIOSA-N,°¢Îº
TER_trans-dauc-8-en-4b-ol_CID_101037932.sdf,0,CC1=CC[C@@]2(C)CC[C@@](O)(C(C)C)[C@@H]2CC1,"InChI=1S/C15H26O/c1-11(2)15(16)10-9-14(4)8-7-12(3)5-6-13(14)15/h7,11,13,16H,5-6,8-10H2,1-4H3/t13-,14+,15-/m1/s1",HTJLBKLQZZOCAC-QLFBSQMISA-N,°¢Îº
VOL_Spathuleno_CID_92231.sdf,0,C=C1CC[C@@H]2[C@H]([C@H]3[C@H]1CC[C@]3(C)O)C2(C)C,"InChI=1S/C15H24O/c1-9-5-6-11-13(14(11,2)3)12-10(9)7-8-15(12,4)16/h10-13,16H,1,5-8H2,2-4H3/t10-,11+,12+,13+,15-/m0/s1",FRMCCTDTYSRUBE-BGPZULBFSA-N,°¢Îº
